pBP_virema,pRI_virema,pBP_ditector,pRI_ditector,rpht_virema,rpht_ditector,labels,sdrm_junction_bt2_mapped,sdrm_junction_bt2_H,sdrm_junction_bm_mapped,sdrm_junction_bm_H,sdrm_neighborsBP_bt2_mapped,sdrm_neighborsRI_bt2_mapped,sdrm_neighborsBP_bm_mapped,sdrm_neighborsRI_bm_mapped,sdrm_neighborsBP_bt2_H,sdrm_neighborsRI_bt2_H,sdrm_neighborsBP_bm_H,sdrm_neighborsRI_bm_H
0.0,0.0,5.94106463878327e-05,0.0,0.0,0.0199852349084496,0,0.0012782781890068075,0.058823529411764705,0.0011003063014839267,0.16666666666666666,0.002192813040403599,0.002094839078270849,0.0020513857259229747,0.002065636031359613,0.0,0.44000000000000006,0.09890109890109894,0.37974683544303794
0.0003573981415296,0.0003562945368171,0.0007745933384972,0.0003563791874554,0.1199177364328071,0.2598080538098453,0,0.0015463304389199478,0.12195121951219512,0.0015764894851125852,0.3103448275862069,0.002098779378452092,0.0016768745911875322,0.0020761575024241447,0.001534581618329393,0.0,0.35510204081632657,0.17647058823529413,0.2879581151832461
0.0,0.0,5.959475566150179e-05,0.0,0.0,0.0199852349084496,0,0.005626628760957119,0.02857142857142857,0.006542139072259554,0.44,0.00170722566905989,0.0010515744077508875,0.0017319057509983967,0.0009325825453600637,0.0,0.46590909090909083,0.17647058823529413,0.18421052631578946
0.0,0.0,0.000119203719156,0.0,0.0,0.0399704698168992,1,0.004978957975223757,0.21739130434782608,0.005571360834518729,0.44,0.0012872467222883519,0.0005250210893302523,0.001281844902728839,7.07213578501136e-05,0.1111111111111111,0.3023255813953488,0.11392405063291143,0.0
0.0,0.0,5.962673662870431e-05,0.0,0.0,0.0199852349084496,0,0.0023781212841854932,0.3076923076923077,0.0024684014869888475,0.5757575757575758,0.0016051364365970893,0.001790011498749298,0.0015281939851240081,0.0018084683755210465,0.24999999999999997,0.046153846153846156,0.28813559322033894,0.05691056910569107
0.0,0.0,0.0001192534732574,0.0,0.0,0.0399704698168992,0,0.004331573013706759,0.21739130434782608,0.004924646968078795,0.44,0.0016051364365970893,0.0010547342246524762,0.0015281939851240081,0.0006477522995206633,0.24999999999999997,0.1336032388663968,0.28813559322033894,0.0
0.000357568533969,0.0003559352197899,0.0007751475761731,0.0003562099263832,0.1199177364328071,0.2598080538098453,1,0.0022891458810238726,0.0,0.002171649561207794,0.17647058823529413,0.0015395448198493437,0.0019250650600691384,0.0014088374703010113,0.0016942603216122225,0.34328358208955223,0.3333333333333333,0.42857142857142855,0.0
0.0,0.0,0.0002981336831435,0.0,0.0,0.0999261745422482,1,0.005423347064576357,0.21739130434782608,0.006015706030523041,0.44,0.0015395448198493437,0.0014905763758373018,0.0014088374703010113,0.0010776306259090238,0.34328358208955223,0.08527131782945734,0.42857142857142855,0.0
0.000718132854578,0.0007062146892655,0.0016162825501346,0.0007062562533105,0.2398354728656142,0.5396013425281402,0,0.008367455937333096,0.5135135135135135,0.008487654320987654,0.44,0.0003697607290249594,0.0017429399156794144,0.00026250790506757404,0.0013892322725721023,0.31707317073170727,0.0,1.0,0.0
0.0001772840089823,0.0001768138150527,0.0005319777751507,0.0001768763634219,0.0599588682164035,0.1798671141760467,0,0.0013278644988049218,0.08571428571428572,0.0012692228223973553,1.0,0.0007633904002177517,0.0004593747791468051,0.0007340839934169025,0.0005949610919008926,0.1875,0.12727272727272732,1.0,1.0
0.0,0.0,5.79139398853304e-05,0.0,0.0,0.0199852349084496,0,0.0031952593969674084,0.2,0.0031663035584604212,0.5555555555555556,0.0015819392373082274,0.0026463181281515904,0.0015472072040748283,0.0026463181281515904,0.09615384615384615,0.08108108108108109,0.4,0.368421052631579
0.0,0.0,0.0005232253938724,0.0,0.0,0.1798671141760467,1,0.0002906807743735829,0.2,0.00014531926642834307,0.5555555555555556,0.0009095280302635735,0.002831543510997605,0.000909580723840906,0.002831543510997605,0.08000000000000007,0.08333333333333336,0.5555555555555556,0.37500000000000006
0.0001188495364868,0.000115293710728,0.0011292719167904,0.000115293710728,0.0399725788109357,0.3797194632605431,1,0.015186539868324798,0.17073170731707318,0.015275664286550392,0.07692307692307693,0.0003272777040576485,0.0,0.0002499464400484961,1.727145546551019e-05,0.5178571428571429,0.2755102040816326,0.34615384615384615,0.3
0.0002379535990481,0.0002424683275747,0.0010113027959547,0.0002425124287619,0.0799451576218714,0.3397489934436438,1,0.009397423964932296,1.0,0.009488349747778044,0.38461538461538464,0.00029158856258748876,0.0017308157831032768,0.0002439938822997533,0.0017915506597263372,1.0,0.0,1.0,0.38461538461538464
0.0001824151769427,0.0001786139557037,0.0006686117189399,0.0001786352268667,0.0599588682164035,0.219837583992946,0,0.0105288490463871,0.0,0.01028695181375203,0.25,0.002262608568717656,0.0006006434616093892,0.002262608568717656,0.0005293050640816828,0.13636363636363638,0.2272727272727273,0.10526315789473688,0.6666666666666666
0.0,0.0,0.0001805706031058,0.0,0.0,0.0599557047253489,0,0.15542420027816412,0.9069767441860465,0.15527432028370766,0.2,0.00011441716498350803,0.01486161053013557,0.0003070088310187494,0.014761182214012403,0.12911392405063296,0.0,0.05263157894736841,1.0
0.0,0.0,6.017933441656135e-05,0.0,0.0,0.0199852349084496,0,0.1583647272219897,0.9111111111111111,0.1586250174313206,0.2,0.00022880539499032227,0.015023077369262785,0.00019260864331291247,0.014980280383124,0.11435523114355231,0.0,0.0759493670886076,0.6875
0.0,0.0,0.0001203079884504,0.0,0.0,0.0399704698168992,1,0.1659705892675394,0.9148936170212766,0.1662691174407184,0.18518518518518517,0.0015076770917511972,0.0147890935689723,0.0015673792213742297,0.014897266032215743,0.07929515418502206,0.17647058823529416,0.019607843137254888,0.14583333333333337
0.0,0.0,6.019382411364594e-05,0.0,0.0,0.0199852349084496,1,0.16819141449683322,0.92,0.1684895375417619,0.26666666666666666,0.002208757784965985,0.014838099100926145,0.0024250467515232388,0.01498918480465058,0.06290672451193055,0.3333333333333333,0.013333333333333286,0.02803738317757008
0.0001806684733514,0.000254820351652,0.0021663256709592,0.0002548419979612,0.0599588682164035,0.7194684567041869,1,0.17027274649376278,0.9215686274509803,0.17069390630503697,0.2903225806451613,0.002820508174642045,0.014678649700141025,0.0031997102149239312,0.014822176354169322,0.05106382978723401,0.5384615384615384,0.05263157894736841,0.018518518518518535
0.0,0.0,6.017571308220002e-05,0.0,0.0,0.0199852349084496,0,0.01140118477063674,1.0,0.011009938701422365,1.0,0.002820508174642045,0.0010907825922890516,0.0031997102149239312,0.0011143933631683933,0.05106382978723401,1.0,0.05263157894736841,1.0
0.0001816200508536,0.0001768659356207,0.0006054368226675,0.0001768763634219,0.0599588682164035,0.1998523490844964,1,0.013261648745519713,0.7333333333333333,0.013262441006033814,0.6470588235294118,0.0029189051990354486,0.001788275288160158,0.0032260403073799977,0.001817838424854766,0.018633540372670853,1.0,0.012195121951219579,1.0
0.0,0.0,6.064649160046092e-05,0.0,0.0,0.0199852349084496,0,0.012427754319767616,0.7288135593220338,0.012398179204599903,0.7142857142857143,0.0013141877774479874,0.002287247560564714,0.0014049026257144967,0.0022991766701538287,0.03162055335968382,0.25,0.09756097560975609,0.25
0.0003578884580972,0.0003576111574681,0.0,0.0003573130061934,0.1199177364328071,0.0,1,0.0003875622335509644,0.22448979591836735,0.0011327729088415907,0.0,0.0027323382372241873,0.0031151534644914846,0.0031611971990599913,0.0035907177267123958,0.04504504504504505,0.13636363636363635,0.0,0.0
0.0004770423375074,0.0004788698671136,0.0,0.0004790992933285,0.1598903152437428,0.0,0,0.0019118174214362528,0.05263157894736842,0.002181122830081568,0.0,0.0029921916910055865,0.0022739616470405888,0.0035158391533382594,0.0026081299648469873,0.1121495327102804,0.004291845493562217,0.0,0.0
0.0001788908765652,0.0001789442290486,0.0,0.0001790617166049,0.0599588682164035,0.0,1,0.0001490979573579842,0.0,0.0005070842654735273,0.0,0.0029921916910055865,0.0027323382372241873,0.0035158391533382594,0.0031611971990599913,0.1121495327102804,0.04504504504504505,0.0,0.0
0.0,0.0,5.9315499139925264e-05,0.0,0.0,0.0199852349084496,1,0.004843473124630833,0.6521739130434783,0.004575915921235202,0.7777777777777778,0.001303160312520433,7.060152499298266e-05,0.0014510163060930572,0.00010002176944398061,0.0,0.2452830188679245,0.6666666666666667,1.0
0.0001783590963139,0.0001766784452296,0.0007721549061534,0.0001766888509335,0.0599588682164035,0.2598080538098453,0,0.004733727810650888,0.52,0.004228892503326926,0.8,0.0020885273799394486,0.0002998641791659286,0.0022955694320546264,0.0002587109140726764,0.0,0.2727272727272727,1.0,0.7090909090909091
0.0,0.0,5.958055290753098e-05,0.0,0.0,0.0199852349084496,0,0.002556632380046376,1.0,0.0024961369309402116,1.0,0.002398395515059965,0.0014500332794522939,0.0026588942093210438,0.0014079904945789828,0.0,1.0,1.0,0.0
0.0001826372823572,0.0001693575702833,0.0004870327529526,0.00016911889058,0.0599588682164035,0.1598818792675971,1,0.0377270064440539,1.0,0.038431142982584515,0.9310344827586207,0.0029698821157221325,0.0019123920743229833,0.0029637907369393446,0.0019209690723979342,1.0,0.0,1.0,0.05660377358490566
0.0001862659878306,0.0001860465116279,0.0,0.000185977310768,0.0599588682164035,0.0,1,0.0005894945859576184,1.0,0.0007755064056829109,1.0,0.00033536206682397443,0.0004469939655814534,0.0005277765704457539,0.0006021067529065505,1.0,1.0,1.0,1.0
0.0,0.0,6.122573930080205e-05,0.0,0.0,0.0199852349084496,0,0.007957237441535564,0.16981132075471697,0.008017005769814758,0.38461538461538464,9.801879510398348e-05,0.0024626081917936767,0.0001899079252865131,0.0023597573855577143,0.07443365695792882,0.07834101382488476,0.125,0.02702702702702699
0.0001836097680396,0.0001806032147372,0.0005507955936352,0.0001806032147372,0.0599588682164035,0.1798671141760467,0,0.008254931714719272,0.10714285714285714,0.008224333100664623,0.38461538461538464,0.0001041111662287762,0.0018098673970487096,0.00016534897820454393,0.001713175769420997,0.07590759075907592,0.032258064516129004,0.17647058823529413,0.013333333333333286
0.0003674669279764,0.0003553239369892,0.0007347988488151,0.0003553239369892,0.1199177364328071,0.2398228189013956,1,0.016800144517372193,1.0,0.0167083120089111,0.42857142857142855,0.0001530109494635436,0.0009523189854549757,0.00011628547472012756,0.0009579337015267162,0.04761904761904763,1.0,0.2253521126760563,0.47826086956521746
0.0003601008282319,0.0003594320972862,0.0,0.0003592814371257,0.1199177364328071,0.0,1,0.0009293958926697647,0.09090909090909091,0.0011390204424195191,1.0,0.0010732380010193636,0.0009533117089461192,0.0013187392852433075,0.0011269767051516786,0.2285714285714285,0.09677419354838712,1.0,1.0
0.0002369808637952,0.0002386492452717,0.0005333333333333,0.0002386919680152,0.0799451576218714,0.1798671141760467,1,0.0035077288941736027,0.41818181818181815,0.0034787262510034785,0.3,1.1821029611722182e-05,0.0013456385829114942,0.00029560960612976076,0.001375761582304512,0.0512129380053908,0.4594594594594595,0.0196078431372549,0.4166666666666667
0.0,0.0,5.925925925925926e-05,0.0,0.0,0.0199852349084496,0,0.009564605093298909,0.7727272727272727,0.00985741946840345,0.4857142857142857,1.1821029611722182e-05,0.00020376914702235059,0.00029560960612976076,0.0002561356121640919,0.0512129380053908,0.23076923076923078,0.0196078431372549,0.1851851851851852
0.0002949156541229,0.000290613193839,0.0009436187780136,0.000290596303615,0.0999314470273392,0.3197637585351942,0,0.0073479902807459235,0.7674418604651163,0.00731807271237047,0.48717948717948717,0.000212979944388484,0.000692887711432732,0.00018934911242607854,0.0008558204523622815,0.021857923497267784,0.5121951219512195,0.08333333333333333,0.07317073170731714
0.0002959455460195,0.0002947939390366,0.0,0.0002946723243752,0.0999314470273392,0.0,1,0.0019494328922495274,1.0,0.002155745208634793,0.14285714285714285,0.002008838891120932,0.0022851136947395576,0.0022031765908057895,0.00239060756848648,1.0,1.0,0.22580645161290325,0.14285714285714285
0.0004147165116416,0.0004155535767289,0.0,0.0004154302670623,0.1399040258382749,0.0,1,0.0010081840825524849,0.0,0.0008301707779886148,0.0,0.000681719830933482,0.0002666619260102043,0.0004682341644983455,0.00042067343299148375,0.03999999999999997,0.05128205128205122,0.012345679012345635,0.03614457831325299
0.0002392773823054,0.0002353494939985,0.0008376211559171,0.0002353633421594,0.0799451576218714,0.2797932887182949,1,0.008275739329042209,0.058823529411764705,0.00833605268622623,0.0,0.0024894676369207414,0.0015500769144629301,0.0024539142925544648,0.0014912265190765647,0.702127659574468,1.0,0.3333333333333333,1.0
0.0001187648456057,0.0001188142339452,0.0,0.0001188071759534,0.0399725788109357,0.0,0,0.00020788168562349657,0.006289308176100629,5.94000594000594e-05,0.0,0.0015905233296537214,0.0006771284999821591,0.0014896407651175017,0.00043950300525025764,0.003792667509481723,0.027166882276843482,0.0030395136778115935,0.0
0.0,0.0,5.96551929845493e-05,0.0,0.0,0.0199852349084496,0,0.002483914409696244,0.35135135135135137,0.0028116774347930126,0.25,4.1688255227452763e-05,0.0007855930627934947,0.00029757299465558903,0.0007435479228628774,0.17931034482758623,0.3333333333333333,0.05660377358490563,0.6666666666666666
0.0,0.0,5.957345406886691e-05,0.0,0.0,0.0199852349084496,0,0.0047629032741215585,0.35135135135135137,0.005119607197389299,0.25,0.001363265646301004,0.0012942191544435078,0.0015823161301068574,0.0012521793312523372,0.166023166023166,0.22033898305084748,0.05660377358490563,0.25
0.0,0.0,5.942476824340385e-05,0.0,0.0,0.0199852349084496,0,0.0034924330616996507,0.29411764705882354,0.003967425349759866,0.3684210526315789,0.0020182776173608462,0.002874044978803918,0.002040439973587373,0.002754128198680413,0.11489361702127657,0.14285714285714285,0.01960784313725492,0.0
0.0002376990729736,0.0002394349335568,0.0009496676163342,0.0002394492666866,0.0799451576218714,0.3197637585351942,0,0.003638098646150176,0.2,0.004261913986826811,0.3684210526315789,0.001939621833240142,0.0031305180618321775,0.0018369348750112329,0.003010623971270344,0.0958904109589041,0.14285714285714285,0.04950495049504951,0.0
0.000354819633353,0.0003554712956928,0.0,0.0003552397868561,0.1199177364328071,0.0,1,0.0009174583444316197,0.023255813953488372,0.000591715976331361,0.058823529411764705,4.149598970892986e-05,0.0013515916770406825,0.000355534486845224,0.00105485232067517,0.04901960784313726,0.04716981132075472,0.0,0.03614457831325299
0.0,0.0,0.0001184553423359,0.0,0.0,0.0399704698168992,0,0.0027483081651349037,0.3548387096774194,0.0024224519940915807,0.3333333333333333,0.0014643545279383861,0.003137933673619531,0.0013392433867450678,0.003137933673619531,0.04587155963302752,0.020408163265306138,0.046511627906976785,0.0
0.0001738223535546,0.0001765640633276,0.0006373855603198,0.000176574455562,0.0599588682164035,0.219837583992946,1,0.007824817518248175,1.0,0.007825274468582107,0.3333333333333333,0.003951328924889886,0.0005063470007772051,0.00400943670319709,0.0005358015532357329,1.0,1.0,1.0,1.0
0.0,0.0,5.798782255726298e-05,0.0,0.0,0.0199852349084496,0,0.008332602403297956,1.0,0.008391076806128118,1.0,0.0011183154576692158,0.0011145905206729788,0.001147254122582428,0.0011146562553447257,1.0,1.0,1.0,0.0
0.0,0.0,5.907372400756144e-05,0.0,0.0,0.0199852349084496,0,0.006899833452295979,1.0,0.006899833452295979,1.0,0.0001240907398762853,0.0008221759456523042,0.0001240907398762853,0.0008221759456523042,0.016949152542372923,1.0,0.1111111111111111,1.0
0.0001772525849335,0.0001797483523067,0.0009447888987304,0.0001797483523067,0.0599588682164035,0.3197637585351942,1,0.0069909266696415295,0.3,0.007286245353159851,0.38461538461538464,0.0006091826897486436,0.00030595900149382163,0.0005914290107758366,0.00032395075948453655,0.5130434782608695,0.7333333333333333,0.8181818181818181,0.6666666666666666
0.0,0.0,5.941770647653e-05,0.0,0.0,0.0199852349084496,0,0.0032866490983922067,0.7142857142857143,0.0032868437416718487,0.5,0.0008853396079549629,0.00043141403336668965,0.0008616028189267401,0.00042553191489366,0.06542056074766357,0.06467661691542292,0.03846153846153849,0.17948717948717943
0.0,0.0,0.0001204238921001,0.0,0.0,0.0399704698168992,1,0.007766758274584777,0.42857142857142855,0.007885304659498209,0.25,0.0025280797428581746,0.00011275094503092556,0.0027081678341879106,0.00023140868553930895,0.0914826498422713,0.44230769230769224,0.05882352941176476,1.0
0.0002395066163702,0.0002374873834827,0.0010175375591069,0.0002374873834827,0.0799451576218714,0.3397489934436438,0,0.004233245886000477,0.10638297872340426,0.004053651266766021,0.14285714285714285,2.9952495342386978e-05,0.0002851338346936161,0.00020962979378417716,0.0004038916144972899,0.14049586776859505,0.12707182320441981,0.3714285714285714,0.03225806451612906
0.0003488777764856,0.0003588946046177,0.001104908118167,0.0003587443946188,0.1199177364328071,0.3797194632605431,1,0.01415261233636042,0.3877551020408163,0.013885203856018396,0.5238095238095238,0.0009897877196455396,0.0001795031353214303,0.0010538880316747822,0.00019732239489599263,1.0,0.23664122137404578,1.0,0.17647058823529416
0.0004721992680911,0.0004765876325509,0.0010625110678236,0.0004766728236906,0.1598903152437428,0.3597342283520934,1,0.004625237191650854,0.14285714285714285,0.00468509073656743,0.6363636363636364,0.0018214292029920742,0.0020490582671161676,0.0018509567206234094,0.0021385978185110618,0.5384615384615384,0.8987341772151898,0.3333333333333333,1.0
0.0,0.0,5.880969183721477e-05,0.0,0.0,0.0199852349084496,0,0.0046816479400749065,0.6052631578947368,0.005119503846941462,0.7058823529411765,0.0027359781121750817,0.001968745435957396,0.0025533219721315978,0.00228931846055018,0.04679376083188907,0.13559322033898308,0.0,0.48148148148148145
0.0,0.0,5.934718100890208e-05,0.0,0.0,0.0199852349084496,1,0.008066415449835138,0.6176470588235294,0.00829851097639927,0.7647058823529411,0.0043326477752950385,0.0005539003329232527,0.004338394793926183,0.0008451311701861038,0.10196078431372554,0.25,0.19341563786008226,0.02439024390243905
0.0005937889674009,0.0005839416058394,0.0016029446687247,0.0005839075090505,0.1998628940546785,0.5396013425281402,0,0.008361302478949537,0.41025641025641024,0.0083014424492199,0.7647058823529411,0.003715089435140258,6.413956769933492e-05,0.0037920373150713985,0.0003555586642652097,0.13871635610766045,0.2596685082872928,0.29203539823008845,0.0
0.0,0.0,5.9566356921610674e-05,0.0,0.0,0.0199852349084496,0,0.0016646848989298453,0.34285714285714286,0.0018431535763125037,0.05555555555555555,0.0021223092151023246,0.0020229425484316246,0.002193569097426547,0.0019342820242707758,0.18485523385300667,0.4155251141552512,0.3170731707317073,0.3488372093023256
0.0004171384303676,0.0004158745247148,0.0008937615444199,0.0004161464835622,0.1399040258382749,0.2997785236267445,0,0.0015172701038288757,0.15492957746478872,0.0011308177597905012,0.05555555555555555,0.0008513070241758855,0.0016813512598251674,0.0009585216143647482,0.0015688511730727875,0.17675544794188866,0.2878787878787879,0.29824561403508765,0.23809523809523808
0.0004676721618145,0.0004749747669655,0.0014025245441795,0.0004750029687685,0.1598903152437428,0.4796456378027913,1,0.007746914489381131,0.061224489795918366,0.007951934970842905,0.09090909090909091,0.0009356287425149701,0.000720096647682322,0.0009588176141811251,0.00045219791988959006,0.22279792746113994,0.20930232558139536,0.37662337662337664,0.0
0.0,0.0,5.866478939340608e-05,0.0,0.0,0.0199852349084496,0,0.006942187823107146,0.2682926829268293,0.007059935603934659,0.4117647058823529,0.003342128408091469,0.0016614362193095595,0.003435459096931558,0.0017090963227631816,0.05759162303664919,0.03174603174603177,0.0571428571428572,0.0
0.0003563580210251,0.0003576324730285,0.0,0.0003575472260294,0.1199177364328071,0.0,1,0.0017849705479859581,0.02564102564102564,0.0016360769848588511,0.0,0.00395459059580516,0.004785829653072006,0.0037223794686392724,0.004666241559943093,0.0640394088669951,0.045226130653266354,0.0,0.0
0.0004760204688801,0.0004767296347059,0.0,0.0004765308553728,0.1598903152437428,0.0,1,0.0007443356060380504,0.38461538461538464,0.0005358099660653688,0.25,0.00011320507397055695,0.0005359758929953906,0.00038122922598551537,0.00035129293663030506,0.3798449612403101,0.2647058823529412,0.25,0.19047619047619047
0.0,0.0,6.0745960393633824e-05,0.0,0.0,0.0199852349084496,1,0.013572220391287413,0.1111111111111111,0.013631325084634051,0.0,0.0044528141420890725,0.004156000780358568,0.00450124832190306,0.004097124917968776,0.1811023622047244,0.2403100775193798,0.3157894736842105,0.13636363636363638
0.0002434422737508,0.0002359046945034,0.0006694255111976,0.0002359325232983,0.0799451576218714,0.219837583992946,0,0.015724683259951477,0.06666666666666667,0.015635296231953512,0.0,0.004178247568770782,0.003927590585594897,0.00421468754751402,0.0038568990059477323,0.22950819672131148,0.21212121212121213,0.42857142857142855,0.08695652173913042
0.0,0.0,6.106124442816144e-05,0.0,0.0,0.0199852349084496,0,0.018694948768650008,0.28,0.01863614573346117,0.42857142857142855,0.0025805743150497007,0.002513701734866215,0.0025683730180517854,0.0024785846751640248,0.0847457627118644,0.06666666666666667,0.08571428571428566,0.020408163265306138
0.0003532320734722,0.0003503445054303,0.0005887547836326,0.0003503445054303,0.1199177364328071,0.1998523490844964,1,0.004104127579737336,1.0,0.004133563952977045,0.47368421052631576,0.0032546833893437716,0.0004322480402808231,0.0032195598561497655,0.0005081449205949915,0.11284046692607004,1.0,0.3137254901960785,0.42857142857142855
0.0,0.0,5.803493703209332e-05,0.0,0.0,0.0199852349084496,0,0.0028067941780722822,0.4634146341463415,0.0026913615974533353,0.6470588235294118,0.0003707308030955812,0.002568171980955129,0.0003707308030955812,0.0022736978174809066,0.09909909909909907,0.032679738562091505,0.5652173913043479,0.2765957446808511
0.0,0.0,0.0001164279892886,0.0,0.0,0.0399704698168992,0,0.014588624416750339,0.3469387755102041,0.014109451561485329,0.28,0.0006052564192098863,0.0001675523002536785,0.0006052564192098863,0.00015551169328300405,0.04761904761904766,0.054421768707482984,0.07526881720430109,0.06666666666666667
0.0002952290977798,0.0002975659108492,0.0005904233335301,0.0002976013332539,0.0999314470273392,0.1998523490844964,0,0.003942025549067844,1.0,0.004031062896437252,0.0,0.00015345570442061883,0.0014303095047329918,0.00018888416678465486,0.001353212098190926,0.055793991416309044,1.0,0.2647058823529412,0.7297297297297297
0.0001188495364868,0.0001193673530289,0.0003564850573346,0.0001194029850746,0.0399725788109357,0.1199114094506978,0,0.0021737188458446238,0.037037037037037035,0.002412078258539055,0.47619047619047616,0.0035124359217770375,0.0005623287589284429,0.0036246714956071104,0.0004667081518356752,0.13333333333333333,0.0,0.28571428571428575,0.058020477815699634
0.0,0.0,6.04814322003145e-05,0.0,0.0,0.0199852349084496,0,0.009732578684155361,0.3333333333333333,0.009999401233459075,0.30434782608695654,0.003383019541628064,0.003154724065613529,0.003231232830293694,0.003165440281266954,0.15151515151515152,0.14567901234567898,0.0,0.20245398773006137
0.0,0.0,0.0001214107934195,0.0,0.0,0.0399704698168992,0,0.012295327775445331,0.44,0.012350860363331134,0.2727272727272727,0.0021076347250990886,0.0022006702850193402,0.001986145424599204,0.0021761172612941022,0.125,0.13527851458885934,0.0,0.19727891156462585
0.0,0.0,0.0001210580473336,0.0,0.0,0.0399704698168992,0,0.01066251347789625,0.36363636363636365,0.010718562874251497,0.1111111111111111,0.0012297142580219827,0.0006751634606272882,0.001102308791821155,0.0007637971970418924,0.12,0.030487804878048728,0.3559322033898305,0.06542056074766357
0.0003027184113337,0.0002955956251847,0.001089456482266,0.0002955606786073,0.0999314470273392,0.3597342283520934,1,0.011904761904761904,0.42857142857142855,0.011812554203175932,0.1111111111111111,0.0009259315294816048,0.0012805463664497065,0.0007140523073572252,0.0013868803489722643,0.21739130434782608,0.04907975460122704,0.7777777777777778,0.02912621359223299
0.0003571853792118,0.0003576964349588,0.0,0.0003576964349588,0.1199177364328071,0.0,0,0.0007148814488264029,0.0,0.0007148814488264029,0.3333333333333333,0.0005301247878012601,0.0007680628739841895,0.000512227953351541,0.0007859107634051803,0.10714285714285716,0.03846153846153849,0.25,0.3333333333333333
0.0005429864253393,0.0005305978068623,0.0010855144132191,0.0005305978068623,0.1798766046492106,0.3597342283520934,0,0.011539493693532516,1.0,0.011328404483663249,0.0,0.004004421170885459,0.0004761988747597174,0.003864734299516908,0.0003174155322000209,0.24074074074074078,1.0,0.19999999999999996,0.14583333333333337
0.0004239854633555,0.0004250926094613,0.0,0.0004249119825179,0.1399040258382749,0.0,1,0.0013039391090760228,0.037037037037037035,0.00109143827310211,0.0,0.0028675830026134714,0.0015756620810859947,0.0026731499625033705,0.0015025385631369788,0.25547445255474455,0.29824561403508765,0.10344827586206896,0.0117647058823529
